,lat,lon,value,year
7953,46.520833333333336,6.625,0.0,1981
30173,46.520833333333336,6.625,0.0,1982
52393,46.520833333333336,6.625,0.0,1983
74613,46.520833333333336,6.625,0.0,1984
96833,46.520833333333336,6.625,6.0,1985
119053,46.520833333333336,6.625,7.0,1986
141273,46.520833333333336,6.625,0.0,1987
163493,46.520833333333336,6.625,2.0,1988
185713,46.520833333333336,6.625,0.0,1989
207933,46.520833333333336,6.625,0.0,1990
230153,46.520833333333336,6.625,5.0,1991
252373,46.520833333333336,6.625,6.0,1992
274593,46.520833333333336,6.625,0.0,1993
296813,46.520833333333336,6.625,0.0,1994
319033,46.520833333333336,6.625,5.0,1995
341253,46.520833333333336,6.625,3.0,1996
363473,46.520833333333336,6.625,4.0,1997
385693,46.520833333333336,6.625,4.0,1998
407913,46.520833333333336,6.625,8.0,1999
430133,46.520833333333336,6.625,8.0,2000
452353,46.520833333333336,6.625,0.0,2001
474573,46.520833333333336,6.625,0.0,2002
496793,46.520833333333336,6.625,3.0,2003
519013,46.520833333333336,6.625,5.0,2004
541233,46.520833333333336,6.625,7.0,2005
563453,46.520833333333336,6.625,0.0,2006
585673,46.520833333333336,6.625,8.0,2007
607893,46.520833333333336,6.625,14.0,2008
630113,46.520833333333336,6.625,1.0,2009
652333,46.520833333333336,6.625,9.0,2010
674553,46.520833333333336,6.625,7.0,2011
696773,46.520833333333336,6.625,6.0,2012
718993,46.520833333333336,6.625,5.0,2013
741213,46.520833333333336,6.625,5.0,2014
763433,46.520833333333336,6.625,12.0,2015
785653,46.520833333333336,6.625,15.0,2016
807873,46.520833333333336,6.625,7.0,2017
830093,46.520833333333336,6.625,12.0,2018
852313,46.520833333333336,6.625,5.0,2019
874533,46.520833333333336,6.625,26.0,2020
896753,46.520833333333336,6.625,9.0,2021
918973,46.520833333333336,6.625,0.0,2022
941193,46.520833333333336,6.625,10.0,2023
963413,46.520833333333336,6.625,14.0,2024
985633,46.520833333333336,6.625,14.0,2025
1007853,46.520833333333336,6.625,22.0,2026
1030073,46.520833333333336,6.625,15.0,2027
1052293,46.520833333333336,6.625,2.0,2028
1074513,46.520833333333336,6.625,8.0,2029
1096733,46.520833333333336,6.625,5.0,2030
1118953,46.520833333333336,6.625,8.0,2031
1141173,46.520833333333336,6.625,0.0,2032
1163393,46.520833333333336,6.625,12.0,2033
1185613,46.520833333333336,6.625,13.0,2034
1207833,46.520833333333336,6.625,14.0,2035
1230053,46.520833333333336,6.625,7.0,2036
1252273,46.520833333333336,6.625,0.0,2037
1274493,46.520833333333336,6.625,14.0,2038
1296713,46.520833333333336,6.625,22.0,2039
1318933,46.520833333333336,6.625,7.0,2040
1341153,46.520833333333336,6.625,18.0,2041
1363373,46.520833333333336,6.625,5.0,2042
1385593,46.520833333333336,6.625,5.0,2043
1407813,46.520833333333336,6.625,5.0,2044
1430033,46.520833333333336,6.625,3.0,2045
1452253,46.520833333333336,6.625,18.0,2046
1474473,46.520833333333336,6.625,9.0,2047
1496693,46.520833333333336,6.625,2.0,2048
1518913,46.520833333333336,6.625,0.0,2049
1541133,46.520833333333336,6.625,6.0,2050
1563353,46.520833333333336,6.625,17.0,2051
1585573,46.520833333333336,6.625,5.0,2052
1607793,46.520833333333336,6.625,24.0,2053
1630013,46.520833333333336,6.625,8.0,2054
1652233,46.520833333333336,6.625,18.0,2055
1674453,46.520833333333336,6.625,6.0,2056
1696673,46.520833333333336,6.625,8.0,2057
1718893,46.520833333333336,6.625,1.0,2058
1741113,46.520833333333336,6.625,10.0,2059
1763333,46.520833333333336,6.625,0.0,2060
1785553,46.520833333333336,6.625,6.0,2061
1807773,46.520833333333336,6.625,4.0,2062
1829993,46.520833333333336,6.625,8.0,2063
1852213,46.520833333333336,6.625,1.0,2064
1874433,46.520833333333336,6.625,3.0,2065
1896653,46.520833333333336,6.625,15.0,2066
1918873,46.520833333333336,6.625,16.0,2067
1941093,46.520833333333336,6.625,17.0,2068
1963313,46.520833333333336,6.625,9.0,2069
1985533,46.520833333333336,6.625,23.0,2070
2007753,46.520833333333336,6.625,18.0,2071
2029973,46.520833333333336,6.625,20.0,2072
2052193,46.520833333333336,6.625,22.0,2073
2074413,46.520833333333336,6.625,9.0,2074
2096633,46.520833333333336,6.625,10.0,2075
2118853,46.520833333333336,6.625,13.0,2076
2141073,46.520833333333336,6.625,1.0,2077
2163293,46.520833333333336,6.625,9.0,2078
2185513,46.520833333333336,6.625,41.0,2079
2207733,46.520833333333336,6.625,22.0,2080
2229953,46.520833333333336,6.625,16.0,2081
2252173,46.520833333333336,6.625,3.0,2082
2274393,46.520833333333336,6.625,3.0,2083
2296613,46.520833333333336,6.625,8.0,2084
2318833,46.520833333333336,6.625,14.0,2085
2341053,46.520833333333336,6.625,12.0,2086
2363273,46.520833333333336,6.625,0.0,2087
2385493,46.520833333333336,6.625,11.0,2088
2407713,46.520833333333336,6.625,4.0,2089
2429933,46.520833333333336,6.625,10.0,2090
2452153,46.520833333333336,6.625,20.0,2091
2474373,46.520833333333336,6.625,8.0,2092
2496593,46.520833333333336,6.625,2.0,2093
2518813,46.520833333333336,6.625,5.0,2094
2541033,46.520833333333336,6.625,2.0,2095
2563253,46.520833333333336,6.625,17.0,2096
2585473,46.520833333333336,6.625,13.0,2097
2607693,46.520833333333336,6.625,7.0,2098
2629913,46.520833333333336,6.625,9.0,2099
2652133,46.520833333333336,6.625,1.0,1981
2674353,46.520833333333336,6.625,0.0,1982
2696573,46.520833333333336,6.625,1.0,1983
2718793,46.520833333333336,6.625,0.0,1984
