,lat,lon,value,year
2626590,46.208333333333336,6.145833333333333,2.0,2099
2648810,46.208333333333336,6.145833333333333,7.0,1981
2671030,46.208333333333336,6.145833333333333,2.0,1982
2693250,46.208333333333336,6.145833333333333,5.0,1983
2715470,46.208333333333336,6.145833333333333,1.0,1984
2737690,46.208333333333336,6.145833333333333,20.0,1985
2759910,46.208333333333336,6.145833333333333,33.0,1986
2782130,46.208333333333336,6.145833333333333,13.0,1987
2804350,46.208333333333336,6.145833333333333,19.0,1988
2826570,46.208333333333336,6.145833333333333,1.0,1989
2848790,46.208333333333336,6.145833333333333,11.0,1990
2871010,46.208333333333336,6.145833333333333,25.0,1991
2893230,46.208333333333336,6.145833333333333,13.0,1992
2915450,46.208333333333336,6.145833333333333,7.0,1993
2937670,46.208333333333336,6.145833333333333,7.0,1994
2959890,46.208333333333336,6.145833333333333,34.0,1995
2982110,46.208333333333336,6.145833333333333,10.0,1996
3004330,46.208333333333336,6.145833333333333,10.0,1997
3026550,46.208333333333336,6.145833333333333,11.0,1998
3048770,46.208333333333336,6.145833333333333,24.0,1999
3070990,46.208333333333336,6.145833333333333,28.0,2000
3093210,46.208333333333336,6.145833333333333,15.0,2001
3115430,46.208333333333336,6.145833333333333,16.0,2002
3137650,46.208333333333336,6.145833333333333,6.0,2003
3159870,46.208333333333336,6.145833333333333,16.0,2004
3182090,46.208333333333336,6.145833333333333,39.0,2005
3204310,46.208333333333336,6.145833333333333,7.0,2006
3226530,46.208333333333336,6.145833333333333,20.0,2007
3248750,46.208333333333336,6.145833333333333,24.0,2008
3270970,46.208333333333336,6.145833333333333,19.0,2009
3293190,46.208333333333336,6.145833333333333,24.0,2010
3315410,46.208333333333336,6.145833333333333,14.0,2011
3337630,46.208333333333336,6.145833333333333,26.0,2012
3359850,46.208333333333336,6.145833333333333,8.0,2013
3382070,46.208333333333336,6.145833333333333,23.0,2014
3404290,46.208333333333336,6.145833333333333,24.0,2015
3426510,46.208333333333336,6.145833333333333,42.0,2016
3448730,46.208333333333336,6.145833333333333,17.0,2017
3470950,46.208333333333336,6.145833333333333,29.0,2018
3493170,46.208333333333336,6.145833333333333,34.0,2019
3515390,46.208333333333336,6.145833333333333,55.0,2020
3537610,46.208333333333336,6.145833333333333,12.0,2021
3559830,46.208333333333336,6.145833333333333,2.0,2022
3582050,46.208333333333336,6.145833333333333,13.0,2023
3604270,46.208333333333336,6.145833333333333,35.0,2024
3626490,46.208333333333336,6.145833333333333,22.0,2025
3648710,46.208333333333336,6.145833333333333,47.0,2026
3670930,46.208333333333336,6.145833333333333,28.0,2027
3693150,46.208333333333336,6.145833333333333,7.0,2028
3715370,46.208333333333336,6.145833333333333,17.0,2029
3737590,46.208333333333336,6.145833333333333,20.0,2030
3759810,46.208333333333336,6.145833333333333,25.0,2031
3782030,46.208333333333336,6.145833333333333,6.0,2032
3804250,46.208333333333336,6.145833333333333,35.0,2033
3826470,46.208333333333336,6.145833333333333,31.0,2034
3848690,46.208333333333336,6.145833333333333,33.0,2035
3870910,46.208333333333336,6.145833333333333,23.0,2036
3893130,46.208333333333336,6.145833333333333,5.0,2037
3915350,46.208333333333336,6.145833333333333,22.0,2038
3937570,46.208333333333336,6.145833333333333,28.0,2039
3959790,46.208333333333336,6.145833333333333,22.0,2040
3982010,46.208333333333336,6.145833333333333,32.0,2041
4004230,46.208333333333336,6.145833333333333,16.0,2042
4026450,46.208333333333336,6.145833333333333,24.0,2043
4048670,46.208333333333336,6.145833333333333,14.0,2044
4070890,46.208333333333336,6.145833333333333,12.0,2045
4093110,46.208333333333336,6.145833333333333,34.0,2046
4115330,46.208333333333336,6.145833333333333,25.0,2047
4137550,46.208333333333336,6.145833333333333,10.0,2048
4159770,46.208333333333336,6.145833333333333,8.0,2049
4181990,46.208333333333336,6.145833333333333,19.0,2050
4204210,46.208333333333336,6.145833333333333,26.0,2051
4226430,46.208333333333336,6.145833333333333,19.0,2052
4248650,46.208333333333336,6.145833333333333,49.0,2053
4270870,46.208333333333336,6.145833333333333,18.0,2054
4293090,46.208333333333336,6.145833333333333,32.0,2055
4315310,46.208333333333336,6.145833333333333,9.0,2056
4337530,46.208333333333336,6.145833333333333,24.0,2057
4359750,46.208333333333336,6.145833333333333,16.0,2058
4381970,46.208333333333336,6.145833333333333,38.0,2059
4404190,46.208333333333336,6.145833333333333,2.0,2060
4426410,46.208333333333336,6.145833333333333,17.0,2061
4448630,46.208333333333336,6.145833333333333,18.0,2062
4470850,46.208333333333336,6.145833333333333,18.0,2063
4493070,46.208333333333336,6.145833333333333,10.0,2064
4515290,46.208333333333336,6.145833333333333,9.0,2065
4537510,46.208333333333336,6.145833333333333,30.0,2066
4559730,46.208333333333336,6.145833333333333,29.0,2067
4581950,46.208333333333336,6.145833333333333,24.0,2068
4604170,46.208333333333336,6.145833333333333,37.0,2069
4626390,46.208333333333336,6.145833333333333,33.0,2070
4648610,46.208333333333336,6.145833333333333,46.0,2071
4670830,46.208333333333336,6.145833333333333,36.0,2072
4693050,46.208333333333336,6.145833333333333,40.0,2073
4715270,46.208333333333336,6.145833333333333,16.0,2074
4737490,46.208333333333336,6.145833333333333,24.0,2075
4759710,46.208333333333336,6.145833333333333,36.0,2076
4781930,46.208333333333336,6.145833333333333,8.0,2077
4804150,46.208333333333336,6.145833333333333,44.0,2078
4826370,46.208333333333336,6.145833333333333,53.0,2079
4848590,46.208333333333336,6.145833333333333,42.0,2080
4870810,46.208333333333336,6.145833333333333,30.0,2081
4893030,46.208333333333336,6.145833333333333,9.0,2082
4915250,46.208333333333336,6.145833333333333,15.0,2083
4937470,46.208333333333336,6.145833333333333,12.0,2084
4959690,46.208333333333336,6.145833333333333,24.0,2085
4981910,46.208333333333336,6.145833333333333,20.0,2086
5004130,46.208333333333336,6.145833333333333,4.0,2087
5026350,46.208333333333336,6.145833333333333,29.0,2088
5048570,46.208333333333336,6.145833333333333,18.0,2089
5070790,46.208333333333336,6.145833333333333,22.0,2090
5093010,46.208333333333336,6.145833333333333,29.0,2091
5115230,46.208333333333336,6.145833333333333,29.0,2092
5137450,46.208333333333336,6.145833333333333,9.0,2093
5159670,46.208333333333336,6.145833333333333,24.0,2094
5181890,46.208333333333336,6.145833333333333,8.0,2095
5204110,46.208333333333336,6.145833333333333,35.0,2096
5226330,46.208333333333336,6.145833333333333,33.0,2097
5248550,46.208333333333336,6.145833333333333,16.0,2098
5270770,46.208333333333336,6.145833333333333,23.0,2099
