,lat,lon,value,year
3750025,47.375,8.541666666666666,13.0,2030
3772245,47.375,8.541666666666666,12.0,2031
3794465,47.375,8.541666666666666,5.0,2032
3816685,47.375,8.541666666666666,24.0,2033
3838905,47.375,8.541666666666666,24.0,2034
3861125,47.375,8.541666666666666,24.0,2035
3883345,47.375,8.541666666666666,11.0,2036
3905565,47.375,8.541666666666666,1.0,2037
3927785,47.375,8.541666666666666,16.0,2038
3950005,47.375,8.541666666666666,25.0,2039
3972225,47.375,8.541666666666666,8.0,2040
3994445,47.375,8.541666666666666,23.0,2041
4016665,47.375,8.541666666666666,12.0,2042
4038885,47.375,8.541666666666666,8.0,2043
4061105,47.375,8.541666666666666,14.0,2044
4083325,47.375,8.541666666666666,5.0,2045
4105545,47.375,8.541666666666666,20.0,2046
4127765,47.375,8.541666666666666,12.0,2047
4149985,47.375,8.541666666666666,6.0,2048
4172205,47.375,8.541666666666666,1.0,2049
4194425,47.375,8.541666666666666,8.0,2050
4216645,47.375,8.541666666666666,22.0,2051
4238865,47.375,8.541666666666666,8.0,2052
4261085,47.375,8.541666666666666,32.0,2053
4283305,47.375,8.541666666666666,11.0,2054
4305525,47.375,8.541666666666666,17.0,2055
4327745,47.375,8.541666666666666,7.0,2056
4349965,47.375,8.541666666666666,9.0,2057
4372185,47.375,8.541666666666666,7.0,2058
4394405,47.375,8.541666666666666,16.0,2059
4416625,47.375,8.541666666666666,1.0,2060
4438845,47.375,8.541666666666666,9.0,2061
4461065,47.375,8.541666666666666,8.0,2062
4483285,47.375,8.541666666666666,11.0,2063
4505505,47.375,8.541666666666666,9.0,2064
4527725,47.375,8.541666666666666,3.0,2065
4549945,47.375,8.541666666666666,15.0,2066
4572165,47.375,8.541666666666666,19.0,2067
4594385,47.375,8.541666666666666,19.0,2068
4616605,47.375,8.541666666666666,19.0,2069
4638825,47.375,8.541666666666666,30.0,2070
4661045,47.375,8.541666666666666,31.0,2071
4683265,47.375,8.541666666666666,30.0,2072
4705485,47.375,8.541666666666666,25.0,2073
4727705,47.375,8.541666666666666,11.0,2074
4749925,47.375,8.541666666666666,16.0,2075
4772145,47.375,8.541666666666666,21.0,2076
4794365,47.375,8.541666666666666,2.0,2077
4816585,47.375,8.541666666666666,17.0,2078
4838805,47.375,8.541666666666666,51.0,2079
4861025,47.375,8.541666666666666,34.0,2080
4883245,47.375,8.541666666666666,22.0,2081
4905465,47.375,8.541666666666666,6.0,2082
4927685,47.375,8.541666666666666,6.0,2083
4949905,47.375,8.541666666666666,9.0,2084
4972125,47.375,8.541666666666666,14.0,2085
4994345,47.375,8.541666666666666,12.0,2086
5016565,47.375,8.541666666666666,2.0,2087
5038785,47.375,8.541666666666666,17.0,2088
5061005,47.375,8.541666666666666,11.0,2089
5083225,47.375,8.541666666666666,14.0,2090
5105445,47.375,8.541666666666666,21.0,2091
5127665,47.375,8.541666666666666,13.0,2092
5149885,47.375,8.541666666666666,2.0,2093
5172105,47.375,8.541666666666666,13.0,2094
5194325,47.375,8.541666666666666,5.0,2095
5216545,47.375,8.541666666666666,23.0,2096
5238765,47.375,8.541666666666666,19.0,2097
5260985,47.375,8.541666666666666,8.0,2098
5283205,47.375,8.541666666666666,9.0,2099
